order_id;order_date;ship_date;ship_mode;customer_id
CA-2016-128307;25.07.2016;29.07.2016;Standard Class;BE-11335
US-2016-127425;26.08.2016;31.08.2016;Standard Class;DR-12880
US-2014-119081;12.09.2014;19.09.2014;Standard Class;TA-21385
CA-2016-140613;22.07.2016;29.07.2016;Standard Class;KN-16705
US-2017-108700;19.05.2017;23.05.2017;Standard Class;PJ-18835
CA-2017-160962;28.04.2017;02.05.2017;Standard Class;MC-17605
CA-2017-130631;29.12.2017;02.01.2018;Standard Class;BS-11755
CA-2017-116680;04.09.2017;06.09.2017;Second Class;PK-19075
US-2014-107405;21.03.2014;25.03.2014;Standard Class;TS-21205
CA-2017-101574;28.09.2017;04.10.2017;Standard Class;BD-11725
CA-2014-146591;19.01.2014;20.01.2014;First Class;TS-21340
CA-2014-107706;14.02.2014;19.02.2014;Second Class;ST-20530
CA-2016-122448;09.06.2016;14.06.2016;Standard Class;DB-13210
CA-2014-132451;26.09.2014;27.09.2014;First Class;KF-16285
CA-2016-158547;30.05.2016;04.06.2016;Standard Class;JM-16195
CA-2017-116946;19.12.2017;23.12.2017;Standard Class;TS-21505
CA-2017-121741;26.12.2017;26.12.2017;Same Day;YC-21895
CA-2017-169691;15.06.2017;18.06.2017;First Class;Dp-13240
CA-2016-121356;20.11.2016;24.11.2016;Standard Class;SJ-20500
CA-2014-101770;31.03.2014;04.04.2014;Standard Class;KB-16240
CA-2017-105487;08.10.2017;14.10.2017;Standard Class;CS-12250
CA-2017-148999;30.01.2017;04.02.2017;Standard Class;EB-13870
CA-2014-107573;12.12.2014;17.12.2014;Standard Class;PB-19150
CA-2015-156608;24.10.2015;29.10.2015;Standard Class;MT-18070
CA-2017-134495;01.04.2017;04.04.2017;Second Class;BF-11020
CA-2017-164098;26.01.2017;27.01.2017;First Class;CG-12520
CA-2014-105249;28.11.2014;28.11.2014;Same Day;DH-13675
CA-2015-113523;04.09.2015;08.09.2015;Standard Class;SC-20440
CA-2017-117821;12.06.2017;16.06.2017;Standard Class;HG-15025
CA-2017-164378;15.07.2017;18.07.2017;Second Class;MM-18055
CA-2017-127782;02.11.2017;06.11.2017;Standard Class;TH-21115
US-2016-162026;08.10.2016;08.10.2016;Same Day;JE-15745
CA-2016-150000;08.04.2016;14.04.2016;Standard Class;PG-18820
CA-2015-168529;08.10.2015;12.10.2015;Standard Class;MB-17305
US-2017-152569;15.05.2017;20.05.2017;Standard Class;JD-16015
US-2014-137680;24.02.2014;02.03.2014;Standard Class;JH-15430
CA-2015-103177;30.05.2015;01.06.2015;First Class;EN-13780
US-2016-138408;18.11.2016;21.11.2016;Second Class;KC-16255
CA-2017-117667;04.12.2017;09.12.2017;Standard Class;MS-17980
CA-2016-110982;05.06.2016;07.06.2016;First Class;CK-12205
CA-2016-147123;10.12.2016;12.12.2016;First Class;SJ-20125
CA-2017-154501;30.04.2017;05.05.2017;Standard Class;EA-14035
CA-2017-166933;24.04.2017;28.04.2017;Standard Class;MG-17890
CA-2015-142055;08.05.2015;10.05.2015;First Class;AB-10255
CA-2015-137106;31.03.2015;04.04.2015;Standard Class;SC-20260
CA-2017-136609;06.08.2017;11.08.2017;Standard Class;TB-21355
CA-2017-160885;02.12.2017;06.12.2017;Standard Class;JK-16090
US-2016-167472;06.06.2016;07.06.2016;First Class;CK-12595
CA-2015-120551;13.04.2015;20.04.2015;Standard Class;SS-20590
US-2017-150595;22.05.2017;26.05.2017;Standard Class;LE-16810
CA-2016-134936;19.12.2016;25.12.2016;Standard Class;ES-14080
CA-2017-102967;22.09.2017;26.09.2017;Standard Class;MG-17890
CA-2017-151008;07.09.2017;08.09.2017;First Class;JM-16195
CA-2014-159800;28.11.2014;01.12.2014;First Class;SG-20470
US-2014-159618;12.11.2014;16.11.2014;Standard Class;DB-12970
CA-2017-116113;02.10.2017;06.10.2017;Second Class;JW-15220
CA-2015-125066;14.12.2015;18.12.2015;Standard Class;KD-16495
US-2015-114741;06.12.2015;10.12.2015;Standard Class;IL-15100
CA-2017-133263;31.03.2017;02.04.2017;Second Class;JE-15610
CA-2017-157966;13.03.2017;13.03.2017;Same Day;SU-20665
CA-2014-151162;05.12.2014;09.12.2014;Standard Class;EA-14035
CA-2016-136686;12.12.2016;16.12.2016;Standard Class;RF-19840
CA-2017-137498;09.09.2017;14.09.2017;Second Class;LC-17050
CA-2017-163818;04.10.2017;08.10.2017;Standard Class;PS-18970
CA-2016-161158;09.05.2016;13.05.2016;Standard Class;PS-18970
CA-2014-116673;15.12.2014;19.12.2014;Second Class;JO-15280
CA-2017-105333;30.11.2017;04.12.2017;Standard Class;VP-21730
CA-2015-149993;19.03.2015;20.03.2015;First Class;GA-14725
CA-2014-168158;19.07.2014;24.07.2014;Standard Class;EM-14140
CA-2016-115224;08.12.2016;11.12.2016;Second Class;DB-13615
CA-2014-164742;13.10.2014;18.10.2014;Second Class;ML-17395
US-2017-108014;19.11.2017;25.11.2017;Standard Class;JH-15430
CA-2017-160325;24.09.2017;24.09.2017;Same Day;BP-11095
CA-2015-159779;25.09.2015;29.09.2015;Standard Class;SB-20185
CA-2017-151176;13.02.2017;20.02.2017;Standard Class;SV-20785
CA-2014-108903;03.10.2014;03.10.2014;Same Day;DO-13435
CA-2016-117919;27.08.2016;29.08.2016;Second Class;TB-21355
CA-2015-142475;03.12.2015;07.12.2015;Standard Class;BS-11380
CA-2016-134516;20.09.2016;25.09.2016;Standard Class;FM-14215
CA-2017-105193;25.03.2017;31.03.2017;Standard Class;JL-15835
CA-2015-168634;06.12.2015;11.12.2015;Standard Class;AF-10870
CA-2017-117198;31.08.2017;05.09.2017;Standard Class;BG-11035
CA-2015-145828;05.10.2015;07.10.2015;First Class;MB-17305
CA-2017-121027;18.08.2017;22.08.2017;Standard Class;HW-14935
CA-2016-147431;02.02.2016;07.02.2016;Standard Class;AB-10105
CA-2016-158001;23.08.2016;27.08.2016;Standard Class;JP-15460
CA-2017-125745;30.06.2017;04.07.2017;Standard Class;DV-13045
CA-2015-101154;18.09.2015;21.09.2015;First Class;CM-12190
US-2016-124163;25.09.2016;30.09.2016;Standard Class;SC-20695
CA-2016-121748;24.10.2016;28.10.2016;Second Class;VW-21775
CA-2014-126683;29.09.2014;01.10.2014;Second Class;PP-18955
CA-2017-148810;26.06.2017;01.07.2017;Standard Class;DR-12880
US-2016-146066;21.08.2016;23.08.2016;Second Class;RB-19465
CA-2014-127614;11.02.2014;15.02.2014;Standard Class;NF-18385
CA-2016-101742;23.09.2016;28.09.2016;Second Class;CR-12580
CA-2015-134943;05.12.2015;06.12.2015;First Class;SU-20665
CA-2017-123022;03.09.2017;08.09.2017;Standard Class;SC-20050
CA-2017-113208;26.03.2017;02.04.2017;Standard Class;ML-18040
CA-2014-154893;21.12.2014;27.12.2014;Standard Class;GM-14440
CA-2014-147900;23.09.2014;28.09.2014;Standard Class;JK-15640
CA-2017-106355;02.04.2017;05.04.2017;First Class;AT-10435
CA-2016-127985;01.04.2016;05.04.2016;Second Class;DB-12910
CA-2015-166604;15.05.2015;20.05.2015;Second Class;AH-10690
CA-2017-120719;23.03.2017;26.03.2017;First Class;SJ-20125
CA-2017-127117;14.04.2017;19.04.2017;Standard Class;HM-14860
CA-2015-104241;04.01.2015;09.01.2015;Standard Class;AG-10495
CA-2017-168179;02.11.2017;07.11.2017;Standard Class;JB-16000
CA-2017-142342;17.07.2017;19.07.2017;Second Class;AJ-10795
CA-2017-109099;06.10.2017;11.10.2017;Standard Class;MM-18280
US-2014-134187;04.11.2014;11.11.2014;Standard Class;TH-21235
CA-2016-145261;18.12.2016;21.12.2016;First Class;AH-10120
CA-2016-108875;24.09.2016;01.10.2016;Standard Class;CL-12700
CA-2016-141957;21.07.2016;21.07.2016;Same Day;JG-15310
CA-2016-142405;11.06.2016;15.06.2016;Standard Class;SE-20110
CA-2015-141012;09.06.2015;11.06.2015;Second Class;TG-21640
CA-2017-127922;27.10.2017;03.11.2017;Standard Class;SH-19975
CA-2016-146318;22.01.2016;27.01.2016;Standard Class;MC-17275
CA-2014-135993;28.05.2014;02.06.2014;Standard Class;PJ-18835
CA-2014-126802;29.12.2014;05.01.2015;Standard Class;ZC-21910
CA-2016-143924;28.07.2016;03.08.2016;Standard Class;SC-20680
CA-2016-141551;24.09.2016;30.09.2016;Standard Class;BP-11230
CA-2014-164315;02.04.2014;08.04.2014;Standard Class;RD-19585
CA-2015-131072;05.11.2015;05.11.2015;Same Day;KL-16645
CA-2014-131541;28.07.2014;28.07.2014;Same Day;CK-12205
CA-2015-119550;26.12.2015;31.12.2015;Standard Class;RB-19705
US-2015-138093;10.12.2015;16.12.2015;Standard Class;KM-16225
CA-2016-126165;05.05.2016;07.05.2016;Second Class;AH-10465
CA-2017-126123;14.10.2017;18.10.2017;Standard Class;AG-10765
CA-2016-143441;05.11.2016;05.11.2016;Same Day;EB-14170
CA-2017-148320;03.11.2017;08.11.2017;Standard Class;PG-18895
CA-2016-125661;24.11.2016;26.11.2016;First Class;CA-12055
US-2014-123519;14.12.2014;21.12.2014;Standard Class;SS-20875
CA-2014-155593;03.11.2014;08.11.2014;Standard Class;RP-19390
CA-2017-136000;22.09.2017;25.09.2017;Second Class;SC-20440
US-2015-160857;08.05.2015;15.05.2015;Standard Class;NW-18400
CA-2017-115805;31.07.2017;31.07.2017;Same Day;KW-16435
US-2014-143707;01.03.2014;05.03.2014;Standard Class;HR-14770
CA-2017-116939;25.09.2017;29.09.2017;Standard Class;AG-10900
CA-2015-124107;09.10.2015;12.10.2015;Second Class;BM-11650
CA-2017-126550;29.03.2017;02.04.2017;Second Class;RD-19720
CA-2015-138674;14.11.2015;17.11.2015;First Class;KB-16585
CA-2016-165820;26.09.2016;30.09.2016;Standard Class;DW-13585
CA-2014-103191;22.09.2014;27.09.2014;Standard Class;VG-21805
CA-2015-103933;25.09.2015;27.09.2015;First Class;DR-12880
CA-2015-110548;04.05.2015;08.05.2015;Standard Class;AH-10690
CA-2017-117324;08.12.2017;13.12.2017;Standard Class;JP-15520
CA-2017-143574;29.06.2017;02.07.2017;First Class;DR-12880
CA-2014-111773;29.06.2014;03.07.2014;Standard Class;JK-15625
CA-2014-148614;20.01.2014;25.01.2014;Standard Class;MV-17485
CA-2017-156139;31.12.2016;06.01.2017;Standard Class;BP-11155
US-2017-147886;28.03.2017;31.03.2017;First Class;DH-13075
CA-2016-113733;08.12.2016;12.12.2016;Standard Class;LH-16900
CA-2017-104913;18.11.2017;22.11.2017;Standard Class;DK-13090
CA-2014-145800;30.05.2014;05.06.2014;Standard Class;SS-20410
CA-2016-125850;22.01.2016;28.01.2016;Standard Class;FP-14320
CA-2016-118514;03.02.2016;10.02.2016;Standard Class;LC-17050
CA-2015-150749;29.03.2015;03.04.2015;Second Class;AS-10240
CA-2014-163748;14.10.2014;18.10.2014;Standard Class;HG-15025
CA-2015-119634;11.08.2015;16.08.2015;Standard Class;BW-11065
CA-2015-149300;22.11.2015;23.11.2015;First Class;BH-11710
US-2016-111528;30.12.2016;30.12.2016;Same Day;JP-16135
CA-2017-158169;12.08.2017;15.08.2017;First Class;JM-16195
CA-2015-162047;03.11.2015;05.11.2015;First Class;FH-14365
CA-2015-117772;10.09.2015;12.09.2015;Second Class;MC-17575
US-2014-126340;08.11.2014;14.11.2014;Standard Class;EB-13870
CA-2016-149685;08.10.2016;15.10.2016;Standard Class;PM-19135
CA-2017-126396;08.09.2017;12.09.2017;Second Class;AR-10345
CA-2015-154900;25.02.2015;01.03.2015;Standard Class;SS-20875
CA-2015-103835;24.09.2015;28.09.2015;Standard Class;SC-20440
CA-2015-158939;26.11.2015;01.12.2015;Standard Class;EA-14035
CA-2016-117408;31.08.2016;06.09.2016;Standard Class;TP-21130
CA-2016-142398;12.04.2016;16.04.2016;Standard Class;BP-11290
CA-2016-105277;04.12.2016;08.12.2016;Standard Class;LM-17065
CA-2016-112060;04.12.2016;09.12.2016;Standard Class;KT-16465
CA-2014-105270;11.11.2014;18.11.2014;Standard Class;AP-10915
US-2015-159513;02.04.2015;09.04.2015;Standard Class;JD-15790
CA-2015-155586;12.12.2015;16.12.2015;Second Class;XP-21865
CA-2017-141117;02.10.2017;08.10.2017;Standard Class;JK-16090
CA-2017-115070;10.04.2017;14.04.2017;Second Class;MG-18205
CA-2017-140186;29.09.2017;02.10.2017;First Class;PG-18820
CA-2014-124856;29.09.2014;03.10.2014;Second Class;LD-17005
CA-2014-166716;20.08.2014;25.08.2014;Second Class;CR-12730
CA-2014-123225;11.07.2014;14.07.2014;First Class;MN-17935
CA-2015-163440;22.03.2015;24.03.2015;First Class;RD-19900
US-2017-106796;12.05.2017;19.05.2017;Standard Class;JP-16135
CA-2017-113873;13.11.2017;19.11.2017;Standard Class;KE-16420
CA-2016-149783;04.09.2016;07.09.2016;Second Class;DL-13315
CA-2016-125017;06.02.2016;11.02.2016;Standard Class;KB-16240
US-2015-163279;22.03.2015;26.03.2015;Standard Class;JD-16150
CA-2015-150196;02.07.2015;03.07.2015;First Class;SR-20740
US-2015-106495;15.06.2015;17.06.2015;First Class;AC-10450
CA-2014-124730;26.11.2014;26.11.2014;Same Day;LS-17245
CA-2017-117632;12.05.2017;18.05.2017;Standard Class;CS-12175
CA-2014-115056;02.05.2014;02.05.2014;Same Day;AR-10510
CA-2017-161067;03.09.2017;06.09.2017;Second Class;KB-16405
CA-2016-122063;03.12.2016;07.12.2016;Standard Class;MM-17920
CA-2015-111206;18.07.2015;22.07.2015;Standard Class;RF-19735
CA-2016-142895;21.07.2016;26.07.2016;Standard Class;BP-11290
CA-2015-101868;09.06.2015;16.06.2015;Standard Class;MJ-17740
CA-2017-133207;27.11.2017;03.12.2017;Standard Class;DO-13645
CA-2015-132948;27.03.2015;03.04.2015;Standard Class;MV-17485
CA-2015-134992;22.09.2015;26.09.2015;Second Class;MG-17875
CA-2015-126725;17.11.2015;21.11.2015;Standard Class;BS-11665
CA-2015-121783;10.11.2015;14.11.2015;Standard Class;PO-19180
US-2014-138835;10.09.2014;14.09.2014;Standard Class;DA-13450
CA-2015-112214;05.08.2015;11.08.2015;Standard Class;AH-10690
US-2017-153255;03.09.2017;07.09.2017;Second Class;JK-15730
CA-2015-108119;01.11.2015;08.11.2015;Standard Class;MS-17530
CA-2015-157434;29.04.2015;04.05.2015;Second Class;JK-15640
CA-2016-101525;01.05.2016;04.05.2016;Second Class;CM-12235
US-2014-117968;05.08.2014;07.08.2014;Second Class;RS-19420
CA-2016-158211;04.01.2016;08.01.2016;Standard Class;BP-11185
CA-2016-152247;07.11.2016;12.11.2016;Standard Class;MA-17995
CA-2016-128223;14.06.2016;14.06.2016;Same Day;EB-13705
CA-2016-154235;24.09.2016;28.09.2016;Standard Class;RD-19900
CA-2017-129910;30.03.2017;03.04.2017;Standard Class;ME-17320
CA-2017-133095;04.06.2017;04.06.2017;Same Day;EH-14005
CA-2015-130554;07.04.2015;09.04.2015;First Class;FM-14290
CA-2014-152443;21.05.2014;26.05.2014;Standard Class;FG-14260
CA-2016-133319;05.09.2016;11.09.2016;Standard Class;MV-17485
CA-2016-133935;18.09.2016;22.09.2016;Standard Class;JW-15220
CA-2016-136301;13.03.2016;15.03.2016;Second Class;EH-13765
US-2014-109456;16.10.2014;17.10.2014;Same Day;LS-17245
CA-2017-151596;08.10.2017;11.10.2017;First Class;BP-11050
CA-2015-147879;07.05.2015;12.05.2015;Standard Class;CC-12220
CA-2016-166625;14.04.2016;17.04.2016;First Class;JM-15580
CA-2016-146157;21.11.2016;26.11.2016;Standard Class;RD-19720
CA-2017-159954;10.09.2017;14.09.2017;Standard Class;SS-20410
CA-2017-100825;09.09.2017;14.09.2017;Standard Class;KD-16495
CA-2014-168305;01.11.2014;08.11.2014;Standard Class;PL-18925
CA-2016-167682;03.04.2016;09.04.2016;Standard Class;ZD-21925
CA-2017-108000;12.01.2017;16.01.2017;Standard Class;LS-16945
CA-2015-146465;20.11.2015;24.11.2015;Standard Class;PB-18805
CA-2016-159639;27.11.2016;02.12.2016;Standard Class;PC-18745
US-2017-153948;06.11.2017;06.11.2017;Same Day;FM-14290
US-2016-113985;02.12.2016;07.12.2016;Standard Class;KD-16495
CA-2016-155383;17.12.2016;22.12.2016;Standard Class;SC-20680
CA-2014-120432;24.08.2014;26.08.2014;Second Class;DW-13585
US-2015-126977;17.09.2015;23.09.2015;Standard Class;PF-19120
CA-2016-130288;26.11.2016;30.11.2016;Second Class;DK-13225
CA-2017-146458;19.11.2017;22.11.2017;Second Class;RB-19435
CA-2017-150420;03.06.2017;08.06.2017;Standard Class;GD-14590
US-2014-118997;08.04.2014;12.04.2014;Standard Class;RA-19885
CA-2014-114314;11.10.2014;15.10.2014;Standard Class;DB-13555
US-2017-169551;07.07.2017;09.07.2017;First Class;RL-19615
CA-2016-103107;04.07.2016;04.07.2016;Same Day;RB-19465
CA-2017-122077;19.05.2017;25.05.2017;Standard Class;JF-15295
CA-2017-112431;12.10.2017;14.10.2017;Second Class;RW-19690
CA-2016-151092;06.08.2016;13.08.2016;Standard Class;VG-21790
CA-2014-104178;25.08.2014;29.08.2014;Standard Class;JM-15265
CA-2015-115924;14.09.2015;18.09.2015;Second Class;BE-11455
CA-2017-161046;05.03.2017;05.03.2017;Same Day;CB-12535
US-2017-141698;15.04.2017;21.04.2017;Standard Class;SD-20485
US-2014-105151;30.03.2014;31.03.2014;First Class;SG-20890
CA-2014-155796;11.11.2014;15.11.2014;Second Class;TS-21430
CA-2016-127138;12.03.2016;15.03.2016;Second Class;DK-13225
CA-2017-150602;09.02.2017;14.02.2017;Second Class;ML-17395
CA-2014-140732;11.11.2014;13.11.2014;Second Class;MA-17560
CA-2017-119011;20.08.2017;25.08.2017;Standard Class;LR-17035
CA-2016-166912;15.01.2016;17.01.2016;First Class;BE-11335
CA-2014-141726;20.07.2014;22.07.2014;First Class;CC-12145
CA-2017-115105;06.02.2017;11.02.2017;Standard Class;BD-11770
CA-2015-143980;25.12.2015;29.12.2015;Standard Class;JK-15640
CA-2016-135636;08.10.2016;13.10.2016;Standard Class;DB-13615
CA-2017-102155;13.07.2017;17.07.2017;Standard Class;RR-19525
CA-2017-116953;24.04.2017;25.04.2017;First Class;SV-20935
CA-2014-117765;07.09.2014;13.09.2014;Standard Class;RB-19465
CA-2016-114895;21.11.2016;28.11.2016;Standard Class;MV-18190
CA-2017-112984;16.09.2017;18.09.2017;Second Class;EH-14185
CA-2016-163776;19.07.2016;25.07.2016;Standard Class;JS-16030
US-2017-163300;15.09.2017;21.09.2017;Standard Class;ES-14020
CA-2016-162187;11.12.2016;11.12.2016;Same Day;NS-18640
US-2014-112991;10.12.2014;14.12.2014;Standard Class;SH-19975
CA-2014-124079;13.12.2014;17.12.2014;Standard Class;RF-19345
US-2017-146878;21.09.2017;27.09.2017;Standard Class;DL-12865
CA-2017-107244;07.09.2017;11.09.2017;Standard Class;AG-10390
CA-2015-100657;02.11.2015;07.11.2015;Standard Class;SW-20245
CA-2017-129581;11.12.2017;18.12.2017;Standard Class;KN-16390
CA-2017-129028;01.04.2017;03.04.2017;First Class;GB-14530
CA-2015-135580;30.12.2015;03.01.2016;Standard Class;CL-12565
CA-2016-159016;10.03.2016;11.03.2016;First Class;KF-16285
CA-2014-102652;06.04.2014;12.04.2014;Standard Class;AY-10555
CA-2014-152422;05.10.2014;10.10.2014;Second Class;BD-11635
US-2016-156692;13.08.2016;13.08.2016;Same Day;HG-15025
CA-2014-130869;17.11.2014;21.11.2014;Standard Class;CB-12025
US-2017-128832;24.04.2017;27.04.2017;First Class;LS-16945
CA-2017-139717;24.08.2017;26.08.2017;Second Class;DM-13015
CA-2017-136007;23.02.2017;02.03.2017;Standard Class;AC-10615
CA-2016-157364;19.11.2016;21.11.2016;First Class;LT-17110
US-2016-112970;14.11.2016;15.11.2016;First Class;TB-21250
US-2017-152492;06.07.2017;06.07.2017;Same Day;AH-10585
CA-2016-101168;25.12.2016;01.01.2017;Standard Class;SS-20140
CA-2017-104010;23.04.2017;25.04.2017;First Class;TD-20995
CA-2015-130253;14.12.2015;18.12.2015;Standard Class;PP-18955
US-2015-155369;19.04.2015;25.04.2015;Standard Class;PG-18820
CA-2016-131205;04.09.2016;08.09.2016;Standard Class;AA-10645
CA-2017-122364;24.09.2017;29.09.2017;Standard Class;FA-14230
CA-2016-117912;04.02.2016;08.02.2016;Standard Class;TB-21520
CA-2017-145702;19.05.2017;24.05.2017;Second Class;AH-10075
CA-2015-113215;03.09.2015;08.09.2015;Standard Class;CP-12085
CA-2016-154662;09.06.2016;16.06.2016;Standard Class;BF-11215
CA-2015-105571;07.11.2015;11.11.2015;Standard Class;CP-12340
CA-2016-152765;15.06.2016;18.06.2016;First Class;LS-17245
CA-2015-153878;25.04.2015;30.04.2015;Standard Class;TS-21655
CA-2016-124016;23.09.2016;26.09.2016;Second Class;JS-15940
CA-2016-113551;18.08.2016;20.08.2016;First Class;NF-18385
CA-2014-107524;02.03.2014;08.03.2014;Standard Class;KN-16705
CA-2014-138072;30.12.2014;03.01.2015;Standard Class;GA-14725
CA-2015-134201;10.04.2015;16.04.2015;Standard Class;EH-14125
CA-2015-111780;25.12.2015;30.12.2015;Second Class;RA-19285
CA-2015-119942;05.04.2015;07.04.2015;First Class;TT-21070
CA-2015-151547;17.01.2015;23.01.2015;Standard Class;AH-10465
CA-2017-166695;20.05.2017;24.05.2017;Standard Class;CC-12430
CA-2017-167542;13.08.2017;20.08.2017;Standard Class;KD-16495
CA-2015-120901;31.12.2015;04.01.2016;Standard Class;BG-11035
CA-2017-121398;25.12.2017;29.12.2017;Standard Class;FH-14365
CA-2016-151561;01.09.2016;07.09.2016;Standard Class;PG-18820
CA-2017-154676;05.08.2017;08.08.2017;First Class;NZ-18565
US-2014-165589;18.02.2014;18.02.2014;Same Day;TB-21595
US-2016-132577;22.11.2016;27.11.2016;Standard Class;JE-15475
CA-2015-114048;14.12.2015;18.12.2015;Standard Class;EH-13945
CA-2015-137281;13.06.2015;17.06.2015;Standard Class;BF-10975
US-2017-162068;28.12.2017;31.12.2017;Second Class;PC-18745
CA-2017-100111;20.09.2017;26.09.2017;Standard Class;SV-20365
US-2017-132381;22.08.2017;24.08.2017;First Class;Dp-13240
CA-2015-147011;18.06.2015;22.06.2015;Standard Class;HR-14830
CA-2014-120852;20.12.2014;25.12.2014;Standard Class;WB-21850
CA-2016-150007;11.09.2016;16.09.2016;Standard Class;AS-10090
CA-2016-124590;12.11.2016;16.11.2016;Standard Class;SP-20920
CA-2016-133802;14.03.2016;20.03.2016;Standard Class;SP-20650
US-2016-113677;13.11.2016;19.11.2016;Standard Class;CM-12655
CA-2017-143378;19.09.2017;25.09.2017;Standard Class;JR-16210
CA-2017-152660;04.12.2017;09.12.2017;Standard Class;CB-12415
CA-2015-142139;31.08.2015;05.09.2015;Standard Class;SD-20485
CA-2017-145772;03.06.2017;07.06.2017;Standard Class;SS-20140
CA-2016-124100;31.03.2016;06.04.2016;Standard Class;EH-13990
US-2014-158400;25.10.2014;28.10.2014;First Class;AH-10030
CA-2017-162033;26.03.2017;02.04.2017;Standard Class;EM-14200
CA-2014-163447;27.12.2014;31.12.2014;Standard Class;TB-21190
CA-2017-145737;15.09.2017;20.09.2017;Standard Class;AB-10165
CA-2016-148096;16.08.2016;19.08.2016;First Class;AO-10810
CA-2016-146766;04.11.2016;04.11.2016;Same Day;TT-21220
CA-2015-105613;18.10.2015;22.10.2015;Standard Class;KN-16705
US-2016-142251;31.10.2016;04.11.2016;Second Class;FO-14305
CA-2014-131247;30.03.2014;04.04.2014;Standard Class;GA-14725
US-2015-113593;18.04.2015;20.04.2015;First Class;NC-18415
CA-2017-121083;09.07.2017;15.07.2017;Standard Class;JF-15190
CA-2017-151190;27.06.2017;01.07.2017;Standard Class;GT-14710
CA-2014-133543;22.12.2014;26.12.2014;Standard Class;KM-16660
CA-2017-105130;21.11.2017;25.11.2017;Standard Class;PJ-18835
CA-2016-161928;27.06.2016;29.06.2016;Second Class;AC-10660
CA-2017-101322;28.12.2017;31.12.2017;First Class;JG-15310
US-2016-106600;08.04.2016;11.04.2016;First Class;RM-19375
CA-2014-111871;18.03.2014;21.03.2014;Second Class;EK-13795
CA-2017-139437;03.07.2017;08.07.2017;Standard Class;RD-19585
CA-2017-151484;20.04.2017;23.04.2017;First Class;CV-12805
CA-2016-104150;03.08.2016;05.08.2016;Second Class;AG-10330
CA-2016-161025;03.12.2016;09.12.2016;Standard Class;GM-14440
CA-2014-103989;19.03.2014;21.03.2014;First Class;MC-17605
CA-2015-142433;20.04.2015;25.04.2015;Standard Class;ES-14020
CA-2015-132815;19.09.2015;22.09.2015;Second Class;RW-19540
CA-2014-101266;27.08.2014;30.08.2014;Second Class;MM-17920
CA-2016-141523;19.12.2016;24.12.2016;Second Class;MH-17440
US-2014-106299;02.08.2014;08.08.2014;Standard Class;NZ-18565
CA-2015-158421;21.09.2015;26.09.2015;Standard Class;GB-14575
CA-2016-143609;11.12.2016;13.12.2016;First Class;DB-13270
CA-2015-138331;07.08.2015;12.08.2015;Standard Class;JK-15625
CA-2015-138954;15.11.2015;17.11.2015;First Class;MH-17785
CA-2017-157903;04.04.2017;08.04.2017;Standard Class;AM-10705
CA-2016-157259;24.12.2016;28.12.2016;Standard Class;JM-15535
CA-2017-107986;13.12.2017;13.12.2017;Same Day;MW-18220
CA-2017-104927;22.12.2017;26.12.2017;Standard Class;AG-10330
CA-2017-113453;21.10.2017;28.10.2017;Standard Class;CM-12160
CA-2015-149909;13.11.2015;17.11.2015;Standard Class;RA-19915
CA-2015-146675;16.04.2015;20.04.2015;Standard Class;SB-20185
CA-2016-118332;16.12.2016;23.12.2016;Standard Class;PK-19075
CA-2016-133669;21.10.2016;27.10.2016;Standard Class;SV-20935
CA-2017-145660;01.12.2017;03.12.2017;First Class;MG-17650
CA-2016-133697;20.10.2016;24.10.2016;Second Class;CM-12445
CA-2017-148138;29.09.2017;03.10.2017;Standard Class;ME-18010
CA-2017-119809;18.08.2017;25.08.2017;Standard Class;YS-21880
CA-2017-149944;12.11.2017;16.11.2017;Second Class;MB-17305
CA-2014-128538;11.10.2014;15.10.2014;Standard Class;AS-10240
CA-2015-161711;28.11.2015;03.12.2015;Standard Class;MC-17425
US-2015-129553;27.07.2015;02.08.2015;Standard Class;PG-18820
CA-2016-160220;20.10.2016;26.10.2016;Standard Class;JS-16030
US-2017-157224;14.09.2017;18.09.2017;Second Class;JB-16000
CA-2017-140627;23.12.2017;27.12.2017;Standard Class;DK-12985
CA-2015-133445;05.10.2015;09.10.2015;Standard Class;JF-15490
CA-2014-148782;02.11.2014;07.11.2014;Standard Class;PO-18850
CA-2016-148208;22.01.2016;27.01.2016;Standard Class;BT-11530
CA-2017-127656;11.07.2017;17.07.2017;Standard Class;NW-18400
US-2017-142188;11.09.2017;11.09.2017;Same Day;JF-15415
CA-2016-144400;23.02.2016;27.02.2016;Standard Class;AC-10420
US-2016-155180;22.01.2016;29.01.2016;Standard Class;TB-21280
CA-2015-134075;12.12.2015;16.12.2015;Standard Class;HA-14905
US-2016-131912;29.10.2016;01.11.2016;Second Class;LH-17155
CA-2017-141572;28.05.2017;31.05.2017;Second Class;LO-17170
CA-2014-134621;21.12.2014;28.12.2014;Standard Class;DP-13390
CA-2016-165561;24.11.2016;28.11.2016;Standard Class;CR-12580
CA-2015-112305;20.11.2015;25.11.2015;Standard Class;KB-16405
CA-2017-121580;29.05.2017;04.06.2017;Standard Class;ML-17410
CA-2014-101147;02.12.2014;04.12.2014;First Class;MC-17575
CA-2014-165806;07.04.2014;07.04.2014;Same Day;VM-21685
CA-2015-151624;08.09.2015;14.09.2015;Standard Class;VW-21775
CA-2017-139444;09.09.2017;15.09.2017;Standard Class;GK-14620
